0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Australia,29.0,0,129,4,0,2/41,32.25,43.50,4.45
Bangladesh,20.0,1,69,2,0,2/32,34.50,60.00,3.45
England,20.0,1,67,1,0,1/31,67.00,120.00,3.35
India,17.0,1,112,3,0,2/58,37.33,34.00,6.59
Ireland,10.0,1,48,4,1,4/48,12.00,15.00,4.80
Kenya,7.0,1,18,0,0,0/18,,,2.57
New Zealand,11.0,0,70,1,0,1/60,70.00,66.00,6.36
South Africa,71.0,1,301,3,0,1/40,100.33,142.00,4.24
Sri Lanka,30.0,1,145,2,0,1/44,72.50,90.00,4.83
West Indies,30.0,4,92,6,0,2/20,15.33,30.00,3.07
Zimbabwe,25.4,1,83,4,0,2/23,20.75,38.50,3.23
Overall (11),270.4,12,1134,30,1,4/48,37.80,54.13,4.19
