0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Afghanistan,3,3,1,0,2,0,55*,156,78.00,55.91,1,0
Australia,2,2,0,0,0,0,24,33,16.50,62.26,0,0
Bangladesh,2,2,0,0,0,0,29,47,23.50,63.51,0,0
Canada,5,5,0,1,1,1,101,187,37.40,74.80,2,0
India,1,1,0,0,0,0,6,6,6.00,21.43,0,0
Ireland,8,8,0,0,2,1,98,186,23.25,65.72,2,0
Kenya,6,5,0,0,3,0,59,212,42.40,61.81,1,0
Netherlands,6,6,0,0,1,2,58,112,18.67,65.88,1,0
South Africa,1,1,0,0,0,0,24,24,24.00,54.55,0,0
Sri Lanka,1,1,0,0,0,0,3,3,3.00,23.08,0,0
West Indies,1,1,0,0,0,0,8,8,8.00,36.36,0,0
Overall (11),36,35,1,1,9,4,101,974,28.65,62.48,7,0
