0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,9.0,0,52,2,0,2/52,26.00,27.00,5.78
AMI Stadium,25.3,0,160,4,0,2/34,40.00,38.25,6.27
Bellerive Oval,7.0,1,32,1,0,1/32,32.00,42.00,4.57
Boland Park,18.0,0,123,2,0,2/4,61.50,54.00,6.83
Brabourne Stadium,5.0,0,15,0,0,0/15,,,3.00
Brisbane Cricket Ground,34.0,0,208,5,0,3/68,41.60,40.80,6.12
Buffalo Park,3.0,0,10,1,0,1/10,10.00,18.00,3.33
City Oval,7.0,0,47,1,0,1/47,47.00,42.00,6.71
County Ground (Bristol),10.0,1,55,2,0,2/55,27.50,30.00,5.50
Diamond Oval,5.0,0,30,0,0,0/30,,,6.00
Dr YS Rajasekhara Reddy Cricket Stadium,9.0,1,56,1,0,1/56,56.00,54.00,6.22
Dubai International Cricket Stadium,24.5,1,148,2,0,2/54,74.00,74.50,5.96
Eden Park,14.4,1,68,2,0,1/13,34.00,44.00,4.64
Edgbaston,10.0,0,22,2,0,2/22,11.00,30.00,2.20
Etihad Stadium,10.0,0,60,1,0,1/60,60.00,60.00,6.00
Gaddafi Stadium,30.0,1,171,4,0,1/21,42.75,45.00,5.70
Gymkhana Club Ground,7.0,0,33,0,0,0/33,,,4.71
Harare Sports Club,49.0,4,170,8,0,3/36,21.25,36.75,3.47
Headingley,14.0,0,99,3,0,2/38,33.00,28.00,7.07
Kennington Oval,10.0,0,53,2,0,2/53,26.50,30.00,5.30
Kensington Oval,8.0,0,74,1,0,1/74,74.00,48.00,9.25
Kingsmead,1.0,0,14,0,0,0/14,,,14.00
Lord's,8.0,0,51,3,0,3/51,17.00,16.00,6.38
MA Chidambaram Stadium,10.0,0,36,4,1,4/36,9.00,15.00,3.60
Madhavrao Scindia Cricket Ground,19.0,1,124,4,0,2/58,31.00,28.50,6.53
Mangaung Oval,7.0,1,57,0,0,0/19,,,8.14
McLean Park,18.2,0,115,2,0,1/36,57.50,55.00,6.27
National Cricket Stadium (Grenada),13.0,3,67,0,0,0/31,,,5.15
National Cricket Stadium (Tangier),30.0,0,159,5,0,2/24,31.80,36.00,5.30
National Stadium (Karachi),9.0,0,52,0,0,0/52,,,5.78
Nehru Stadium (Margao),10.0,1,43,2,0,2/43,21.50,30.00,4.30
Nehru Stadium (Pune),9.0,1,43,1,0,1/43,43.00,54.00,4.78
Newlands,6.0,0,33,1,0,1/33,33.00,36.00,5.50
Old Trafford,7.0,0,47,2,0,2/47,23.50,21.00,6.71
P Sara Oval,9.0,1,24,4,1,4/24,6.00,13.50,2.67
Providence Stadium,7.0,3,19,0,0,0/19,,,2.71
Punjab Cricket Association IS Bindra Stadium,5.0,0,39,1,0,1/39,39.00,30.00,7.80
Queen's Park Oval,6.2,0,32,1,0,1/32,32.00,38.00,5.05
Queens Sports Club,13.2,0,84,2,0,2/26,42.00,40.00,6.30
R Premadasa Stadium,131.5,9,565,26,1,6/27,21.73,30.42,4.29
Rangiri Dambulla International Stadium,83.0,5,392,11,0,2/33,35.64,45.27,4.72
Rawalpindi Cricket Stadium,8.0,1,33,2,0,2/33,16.50,24.00,4.13
Reliance Stadium,10.0,1,72,1,0,1/72,72.00,60.00,7.20
Riverside Ground,10.0,0,68,0,0,0/68,,,6.80
Sabina Park,5.0,0,45,0,0,0/45,,,9.00
Sardar Patel Stadium,24.0,1,129,3,0,2/28,43.00,48.00,5.38
Sawai Mansingh Stadium,14.1,0,70,0,0,0/32,,,4.94
Seddon Park,4.0,0,28,0,0,,,,7.00
Shaheed Chandu Stadium,14.0,0,71,4,0,2/23,17.75,21.00,5.07
Sharjah Cricket Stadium,51.4,5,234,14,0,3/26,16.71,22.14,4.53
Sheikh Zayed Stadium,26.2,1,138,7,0,3/20,19.71,22.57,5.24
Sinhalese Sports Club Ground,49.0,7,194,13,0,3/47,14.92,22.62,3.96
Sir Vivian Richards Stadium,9.0,0,41,3,0,3/41,13.67,18.00,4.56
SuperSport Park,18.0,0,113,4,0,3/47,28.25,27.00,6.28
Sydney Cricket Ground,16.0,0,84,3,0,2/38,28.00,32.00,5.25
Trent Bridge,8.0,0,46,2,0,2/46,23.00,24.00,5.75
Vidarbha Cricket Association Ground,10.0,0,66,1,0,1/66,66.00,60.00,6.60
VRA Ground,18.0,0,89,6,0,3/39,14.83,18.00,4.94
WACA Ground,29.0,1,155,6,1,4/48,25.83,29.00,5.34
Wanderers Stadium,22.3,1,148,1,0,1/56,148.00,135.00,6.58
Westpac Stadium,16.0,1,84,4,0,2/33,21.00,24.00,5.25
Willowmoore Park,9.0,0,58,0,0,0/58,,,6.44
Overall (62),1084.3,54,5648,187,4,6/27,30.20,34.80,5.21
