0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
ACA Africa XI,10.0,0,36,4,1,4/36,9.00,15.00,3.60
Australia,85.0,2,510,10,0,3/47,51.00,51.00,6.00
Bangladesh,96.1,5,436,22,1,4/24,19.82,26.23,4.53
Canada,2.0,0,4,2,0,2/4,2.00,6.00,2.00
England,137.0,3,722,36,2,6/27,20.06,22.83,5.27
India,241.5,13,1319,31,0,3/47,42.55,46.81,5.45
Kenya,7.0,0,33,0,0,0/33,,,4.71
Netherlands,23.0,0,110,7,0,3/39,15.71,19.71,4.78
New Zealand,109.3,8,615,17,0,2/19,36.18,38.65,5.62
Pakistan,152.4,9,787,29,0,3/20,27.14,31.59,5.16
South Africa,86.3,1,558,7,0,2/24,79.71,74.14,6.45
United Arab Emirates,7.0,0,40,1,0,1/40,40.00,42.00,5.71
West Indies,45.0,7,179,4,0,2/45,44.75,67.50,3.98
Zimbabwe,81.5,6,299,17,0,3/36,17.59,28.88,3.65
Overall (14),1084.3,54,5648,187,4,6/27,30.20,34.80,5.21
