0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,2,2,0,0,0,1,20,20,10.00,62.50,1,0
Melbourne Cricket Ground,4,3,0,0,0,0,17,39,13.00,88.64,3,0
Sydney Cricket Ground,6,4,1,0,0,1,38,54,18.00,63.53,1,0
WACA Ground,1,1,0,0,0,0,4,4,4.00,23.53,1,0
,,,,,,,,,,,,
