0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,48.3,1,255,5,0,2/65,51.00,58.20,5.26
Second,86.0,2,380,7,0,2/22,54.29,73.71,4.42
Overall,134.3,3,635,12,0,2/22,52.92,67.25,4.72
