0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,64.1,3,370,14,1,4/45,26.43,27.50,5.77
Second,48.0,1,312,6,0,3/56,52.00,48.00,6.50
Overall,112.1,4,682,20,1,4/45,34.10,33.65,6.08
