0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Castle Avenue,1,1,0,0,0,0,8,8,8.00,47.06,0,0
Civil Service Cricket Club,1,0,0,0,0,0,0,0,,,2,0
"Cricket, Skating & Curling Club",1,1,0,0,0,0,34,34,34.00,87.18,0,0
Eden Gardens,1,1,0,0,0,0,26,26,26.00,86.67,3,0
Gymkhana Club Ground,2,2,1,0,0,0,30*,39,39.00,84.78,3,1
Hazelaarweg,5,1,0,0,0,0,2,2,2.00,,3,1
Sportpark Westvliet,2,2,0,0,0,0,23,28,14.00,80.00,2,1
Titwood,1,0,0,0,0,0,0,0,,,2,0
VRA Ground,2,2,1,0,0,1,3*,3,3.00,50.00,2,0
Zahur Ahmed Chowdhury Stadium,1,1,0,0,0,1,0,0,0.00,,0,0
Overall (10),17,11,2,0,0,2,34,140,15.56,78.21,17,3
