0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Bangladesh,1,0,0,0,0,0,0,0,,,0,0
England,2,2,1,0,0,1,49*,49,49.00,87.50,2,0
Kenya,2,2,0,0,0,0,16,21,10.50,58.33,1,0
Netherlands,1,1,0,0,0,0,26,26,26.00,63.41,3,0
New Zealand,2,2,0,0,0,0,8,11,5.50,40.74,3,0
Pakistan,5,3,0,0,0,0,35,56,18.67,61.54,0,0
South Africa,6,5,2,0,1,0,95,173,57.67,72.38,5,0
Sri Lanka,3,2,0,0,0,0,30,45,22.50,64.29,2,0
West Indies,4,3,0,0,0,0,21,57,19.00,50.44,2,0
Overall (9),26,20,3,0,1,1,95,438,25.76,65.08,18,0
