0,1,2,3,4,5,6,7,8,9,10,11
Position,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
3,4,0,0,2,0,76,166,41.50,94.86,0,0
4,12,0,0,2,1,63,260,21.67,66.84,5,0
5,16,0,0,5,1,72,450,28.13,76.40,6,0
6,8,1,1,2,0,106,343,49.00,105.86,1,0
Overall,40,1,1,11,2,106,1219,31.26,82.53,12,0
