0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Ireland,2,2,0,0,2,0,87,161,80.50,70.31,2,0
United Arab Emirates,2,2,0,0,0,0,15,19,9.50,67.86,0,0
West Indies,1,1,0,0,0,0,14,14,14.00,100.00,0,0
Overall (3),5,5,0,0,2,0,87,194,38.80,71.59,2,0
