0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,Progressive,Progressive,Progressive
,,,,,,,,,,,
,Date,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Aggr,Avg,S/R
1,17/02/1982,Australia,Carisbrook,c B M Laird b D K Lillee,29,67,43.28,,29,29.00,43.28
2,20/02/1982,Australia,Basin Reserve,lbw b T M Alderman,2,3,66.67,,31,15.50,44.29
3,09/01/1986,Australia,Melbourne Cricket Ground,not out,7*,8,87.50,,38,19.00,48.72
4,11/01/1986,India,Brisbane Cricket Ground,not out,29*,34,85.29,,67,33.50,59.82
5,27/01/1986,Australia,Adelaide Oval,b S P Davis,21,15,140.00,,88,29.33,69.29
6,29/01/1986,Australia,Sydney Cricket Ground,c G R Marsh b B A Reid,3,4,75.00,,91,22.75,69.47
7,02/02/1986,India,North Tasmania Cricket Association Ground,c K Srikkanth b R M H Binny,19,24,79.17,,110,22.00,70.97
8,19/03/1986,Australia,Carisbrook,c S R Waugh b C J McDermott,12,35,34.29,,122,20.33,64.21
9,22/03/1986,Australia,AMI Stadium,c C J McDermott b S P Davis,13,12,108.33,,135,19.29,66.83
10,26/03/1986,Australia,Basin Reserve,run out,19,23,82.61,,154,19.25,68.44
11,29/03/1986,Australia,Eden Park,c D C Boon b G R J Matthews,11,21,52.38,,165,18.33,67.07
12,07/04/1986,Pakistan,Sinhalese Sports Club Ground,c †Zulquarnain b Mohsin Kamal,0,1,0.00,,165,16.50,66.80
13,10/04/1986,India,Sharjah Cricket Stadium,run out,0,2,0.00,,165,15.00,66.27
14,15/04/1986,Pakistan,Sharjah Cricket Stadium,b Abdul Qadir,9,4,225.00,,174,14.50,68.77
No. of Innings Played = 14,No. of Innings Played = 14,No. of Innings Played = 14,No. of Innings Played = 14,No. of Innings Played = 14,No. of Innings Played = 14,No. of Innings Played = 14,No. of Innings Played = 14,No. of Innings Played = 14,No. of Innings Played = 14,,
