0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,7.0,0,37,1,0,1/37,37.00,42.00,5.29
Second,9.0,1,24,2,0,2/24,12.00,27.00,2.67
Overall,16.0,1,61,3,0,2/24,20.33,32.00,3.81
