0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,40.0,2,148,4,0,2/36,37.00,60.00,3.70
Albion Sports Complex,8.0,0,48,3,0,3/48,16.00,16.00,6.00
Antigua Recreation Ground,5.0,0,36,0,0,0/36,,,7.20
Arun Jaitley Stadium,26.0,2,121,2,0,1/35,60.50,78.00,4.65
Ayub National Stadium,8.0,0,30,0,0,0/30,,,3.75
Barabati Stadium,20.0,1,82,1,0,1/34,82.00,120.00,4.10
Bellerive Oval,10.0,0,29,0,0,0/29,,,2.90
Bourda,7.0,0,52,0,0,0/52,,,7.43
Brisbane Cricket Ground,19.0,1,76,1,0,1/53,76.00,114.00,4.00
Captain Roop Singh Stadium,9.0,0,48,1,0,1/48,48.00,54.00,5.33
Eden Gardens,25.0,1,101,6,1,4/38,16.83,25.00,4.04
Gaddafi Stadium,15.0,0,68,2,0,1/29,34.00,45.00,4.53
Gandhi Stadium,7.0,0,53,0,0,0/53,,,7.57
Grace Road,12.0,1,38,1,0,1/38,38.00,72.00,3.17
Green Park,5.0,0,25,0,0,0/25,,,5.00
Harare Sports Club,5.0,0,22,0,0,0/22,,,4.40
Headingley,22.0,0,77,1,0,1/40,77.00,132.00,3.50
Ibn-e-Qasim Bagh Stadium,4.0,0,31,0,0,0/31,,,7.75
Jawaharlal Nehru Stadium (Delhi),3.0,0,23,0,0,,,,7.67
Jinnah Stadium (Gujwranwala),7.0,0,55,0,0,0/14,,,7.86
Keenan Stadium,14.0,0,125,1,0,1/77,125.00,84.00,8.93
Kennington Oval,19.0,0,78,2,0,2/25,39.00,57.00,4.11
Kensington Oval,10.0,0,43,1,0,1/43,43.00,60.00,4.30
Kingsmead,6.0,0,36,1,0,1/36,36.00,36.00,6.00
Lal Bahadur Shastri Stadium,16.0,0,76,3,0,2/36,25.33,32.00,4.75
M Chinnaswamy Stadium,20.0,2,74,3,0,2/45,24.67,40.00,3.70
MA Chidambaram Stadium,10.0,0,50,1,0,1/50,50.00,60.00,5.00
Madhavrao Scindia Cricket Ground,19.0,1,100,1,0,1/50,100.00,114.00,5.26
Mangaung Oval,5.0,0,25,0,0,0/25,,,5.00
Melbourne Cricket Ground,80.0,4,287,8,0,2/38,35.88,60.00,3.59
Moti Bagh Stadium,15.0,3,47,4,0,3/24,11.75,22.50,3.13
Nahar Singh Stadium,4.0,0,24,1,0,1/24,24.00,24.00,6.00
Nehru Stadium (Guwahati),27.0,2,77,7,0,3/30,11.00,23.14,2.85
Nehru Stadium (Indore),24.0,2,125,4,0,3/37,31.25,36.00,5.21
Nehru Stadium (Margao),3.0,0,15,0,0,0/15,,,5.00
Nehru Stadium (Pune),16.2,0,72,0,0,,,,4.41
Nevill Ground,1.0,0,7,0,0,0/7,,,7.00
North Tasmania Cricket Association Ground,9.0,0,33,1,0,1/33,33.00,54.00,3.67
Old Trafford,16.1,0,63,3,0,3/26,21.00,32.33,3.90
P Sara Oval,6.0,0,22,1,0,1/22,22.00,36.00,3.67
Queen's Park (Old),5.0,1,10,1,0,1/10,10.00,30.00,2.00
Queen's Park Oval,18.0,2,70,1,0,1/39,70.00,108.00,3.89
Sardar Patel Stadium,32.0,2,128,5,0,2/23,25.60,38.40,4.00
Sardar Vallabhai Patel Stadium,10.0,1,24,0,0,0/24,,,2.40
Sawai Mansingh Stadium,10.0,1,31,0,0,0/31,,,3.10
Sector 16 Stadium,3.0,0,30,1,0,1/30,30.00,18.00,10.00
Sharjah Cricket Stadium,263.3,15,1038,28,0,3/40,37.07,56.46,3.94
Sher-I-Kashmir Stadium,10.0,0,60,2,0,2/60,30.00,30.00,6.00
Sinhalese Sports Club Ground,5.0,0,35,1,0,1/35,35.00,30.00,7.00
SuperSport Park,7.0,1,36,1,0,1/36,36.00,42.00,5.14
Sydney Cricket Ground,57.0,4,220,9,0,3/30,24.44,38.00,3.86
Trent Bridge,13.0,0,68,1,0,1/52,68.00,78.00,5.23
University Stadium,2.0,0,24,0,0,,,,12.00
Vidarbha Cricket Association Ground,40.0,3,164,8,1,4/40,20.50,30.00,4.10
WACA Ground,20.5,3,60,6,1,5/15,10.00,20.83,2.88
Wanderers Stadium,10.0,1,33,0,0,0/33,,,3.30
Wankhede Stadium,18.2,0,77,1,0,1/28,77.00,110.00,4.20
Overall (57),1102.1,56,4650,129,3,5/15,36.05,51.26,4.22
