0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
AMI Stadium,10.5,0,51,1,0,1/29,51.00,65.00,4.71
Bellerive Oval,5.0,0,25,1,0,1/25,25.00,30.00,5.00
Carisbrook,7.0,0,26,2,0,1/5,13.00,21.00,3.71
Eden Park,6.0,0,33,1,0,1/28,33.00,36.00,5.50
Indira Priyadarshini Stadium,4.0,0,25,0,0,0/25,,,6.25
McLean Park,10.0,0,39,2,0,2/39,19.50,30.00,3.90
Nehru Stadium (Indore),3.0,0,16,0,0,,,,5.33
Queen's Park Oval,3.0,0,12,1,0,1/12,12.00,18.00,4.00
Sharjah Cricket Stadium,16.0,0,96,2,0,1/12,48.00,48.00,6.00
Overall (9),64.5,0,323,10,0,2/39,32.30,38.90,4.98
