0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,325.2,26,1479,50,4,4/30,29.58,39.04,4.55
Second,178.0,19,811,24,1,5/21,33.79,44.50,4.56
Overall,503.2,45,2290,74,5,5/21,30.95,40.81,4.55
