0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Antigua Recreation Ground,8.0,0,31,2,0,2/31,15.50,24.00,3.88
Bangabandhu National Stadium,32.2,2,153,3,0,2/50,51.00,64.67,4.73
"Cricket, Skating & Curling Club",24.0,1,96,3,0,2/28,32.00,48.00,4.00
Galle International Stadium,8.0,0,42,0,0,0/42,,,5.25
Iqbal Stadium,10.0,0,48,2,0,2/48,24.00,30.00,4.80
Jinnah Stadium (Gujwranwala),10.0,1,43,1,0,1/43,43.00,60.00,4.30
Padang Cricket Ground,7.0,0,66,2,0,2/66,33.00,21.00,9.43
Rawalpindi Cricket Stadium,8.0,0,38,0,0,0/38,,,4.75
Sharjah Cricket Stadium,51.3,2,242,6,0,2/36,40.33,51.50,4.70
Sheikhupura Stadium,6.0,0,31,0,0,0/31,,,5.17
Overall (10),164.5,6,790,19,0,2/28,41.58,52.05,4.79
