0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Bangladesh,1,1,1,0,0,0,10*,10,,142.86,0,1
India,6,3,2,0,1,0,50,93,93.00,79.49,4,4
Pakistan,1,0,0,0,0,0,0,0,,,3,0
South Africa,2,2,0,0,1,0,57,58,29.00,84.06,1,1
West Indies,1,0,0,0,0,0,0,0,,,1,0
Overall (5),11,6,3,0,2,0,57,161,53.67,83.42,9,6
