0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
AMI Stadium,9.0,1,28,0,0,0/28,,,3.11
Arun Jaitley Stadium,10.0,0,57,5,1,5/57,11.40,12.00,5.70
Bangabandhu National Stadium,19.0,3,73,2,0,1/32,36.50,57.00,3.84
Buffalo Park,9.0,0,46,0,0,0/46,,,5.11
Carisbrook,8.0,0,37,0,0,0/37,,,4.63
Eden Gardens,6.0,0,41,1,0,1/41,41.00,36.00,6.83
Eden Park,2.0,0,18,0,0,0/18,,,9.00
Edgbaston,38.0,2,148,3,0,2/35,49.33,76.00,3.89
Gaddafi Stadium,10.0,1,45,2,0,2/45,22.50,30.00,4.50
Harare Sports Club,17.0,2,48,4,0,2/12,12.00,25.50,2.82
Headingley,10.0,0,28,1,0,1/28,28.00,60.00,2.80
Kennington Oval,51.0,1,235,6,0,3/26,39.17,51.00,4.61
Kingsmead,10.0,0,38,1,0,1/38,38.00,60.00,3.80
Lord's,70.0,4,278,9,0,3/39,30.89,46.67,3.97
MA Aziz Stadium,10.0,1,29,3,0,3/29,9.67,20.00,2.90
Mangaung Oval,8.0,0,46,1,0,1/46,46.00,48.00,5.75
McLean Park,10.0,1,32,2,0,2/32,16.00,30.00,3.20
National Stadium (Karachi),8.0,0,37,0,0,0/37,,,4.63
Newlands,10.0,0,52,0,0,,,,5.20
Old Trafford,19.0,0,80,1,0,1/29,80.00,114.00,4.21
Queens Sports Club,10.0,0,45,1,0,1/45,45.00,60.00,4.50
R Premadasa Stadium,4.0,0,31,0,0,0/31,,,7.75
Rangiri Dambulla International Stadium,5.0,0,21,0,0,,,,4.20
Rawalpindi Cricket Stadium,10.0,0,36,1,0,1/36,36.00,60.00,3.60
Riverside Ground,14.0,1,85,0,0,,,,6.07
St George's Park,19.0,0,82,3,0,2/42,27.33,38.00,4.32
SuperSport Park,10.0,0,38,1,0,1/38,38.00,60.00,3.80
Sydney Cricket Ground,10.0,0,71,2,0,1/31,35.50,30.00,7.10
The Rose Bowl,1.0,0,2,1,0,1/2,2.00,6.00,2.00
Trent Bridge,34.0,0,157,1,0,1/25,157.00,204.00,4.62
Wanderers Stadium,7.0,0,18,3,0,3/18,6.00,14.00,2.57
Wankhede Stadium,10.0,0,47,1,0,1/47,47.00,60.00,4.70
Westpac Stadium,8.0,0,40,0,0,0/40,,,5.00
Overall (33),476.0,17,2069,55,1,5/57,37.62,51.93,4.35
