0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,10.0,1,54,0,0,0/54,,,5.40
Barabati Stadium,10.0,0,55,0,0,0/55,,,5.50
Edgbaston,21.0,3,86,6,1,4/29,14.33,21.00,4.10
Gaddafi Stadium,7.0,1,25,2,0,2/25,12.50,28.00,2.68
Gandhi Stadium,7.0,0,31,0,0,0/31,,,4.43
Headingley,11.0,3,36,1,0,1/36,36.00,66.00,3.27
Jinnah Stadium (Sialkot),6.0,1,18,3,0,3/18,6.00,16.00,2.25
Kennington Oval,17.0,1,60,1,0,1/43,60.00,102.00,3.53
Lord's,7.0,1,23,0,0,0/23,,,3.29
Melbourne Cricket Ground,17.0,3,73,4,0,3/51,18.25,34.00,3.22
North Marine Road Ground,20.0,3,63,0,0,0/25,,,3.15
Old Trafford,17.0,1,73,3,0,2/45,24.33,34.00,4.29
Sardar Vallabhai Patel Stadium,10.0,0,46,0,0,0/46,,,4.60
Sinhalese Sports Club Ground,9.0,0,51,2,0,2/51,25.50,27.00,5.67
Sydney Cricket Ground,12.0,1,19,2,0,2/11,9.50,39.00,1.46
Overall (15),181.0,19,713,24,1,4/29,29.71,48.00,3.71
