0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Australia,9.0,0,81,3,0,2/43,27.00,18.00,9.00
India,15.0,0,79,0,0,,,,5.27
Kenya,4.0,0,24,0,0,,,,6.00
New Zealand,7.0,0,39,2,0,2/39,19.50,21.00,5.57
Pakistan,21.0,2,113,2,0,1/29,56.50,63.00,5.38
Scotland,3.0,0,12,1,0,1/12,12.00,18.00,4.00
Sri Lanka,21.0,1,110,4,0,2/43,27.50,31.50,5.24
West Indies,7.0,0,28,1,0,1/28,28.00,42.00,4.00
Zimbabwe,4.0,0,25,0,0,,,,6.25
Overall (9),91.0,3,511,13,0,2/39,39.31,42.00,5.62
