0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,18.0,2,105,0,0,0/42,,,5.83
AMI Stadium,20.0,0,96,1,0,1/53,96.00,120.00,4.80
Arbab Niaz Stadium,9.0,0,46,1,0,1/46,46.00,54.00,5.11
Bangabandhu National Stadium,81.0,6,378,8,0,3/24,47.25,60.75,4.67
Bellerive Oval,6.0,0,33,1,0,1/33,33.00,36.00,5.50
Boland Park,10.0,1,27,2,0,2/27,13.50,30.00,2.70
Brisbane Cricket Ground,16.1,1,83,1,0,1/57,83.00,97.00,5.13
Buffalo Park,10.0,0,50,3,0,3/50,16.67,20.00,5.00
Bugti Stadium,4.0,0,17,0,0,0/17,,,4.25
Captain Roop Singh Stadium,5.0,0,36,0,0,0/36,,,7.20
Carisbrook,10.0,0,63,0,0,0/63,,,6.30
County Ground (Bristol),10.0,0,48,3,0,3/48,16.00,20.00,4.80
County Ground (Derby),10.0,0,38,3,0,3/38,12.67,20.00,3.80
County Ground (Northampton),8.0,0,56,0,0,0/56,,,7.00
"Cricket, Skating & Curling Club",115.3,12,430,13,0,2/27,33.08,53.31,3.72
Diamond Oval,9.0,0,60,0,0,0/60,,,6.67
Eden Park,10.0,0,35,1,0,1/35,35.00,60.00,3.50
Edgbaston,10.0,0,46,2,0,2/46,23.00,30.00,4.60
Etihad Stadium,15.0,0,80,1,0,1/51,80.00,90.00,5.33
Gaddafi Stadium,40.0,1,226,7,0,3/34,32.29,34.29,5.65
Galle International Stadium,6.3,0,30,0,0,0/30,,,4.62
Gymkhana Club Ground,59.4,5,356,8,1,4/65,44.50,44.75,5.97
Harare Sports Club,19.0,2,79,2,0,2/34,39.50,57.00,4.16
Headingley,17.0,1,86,1,0,1/25,86.00,102.00,5.06
Indira Priyadarshini Stadium,10.0,1,40,4,1,4/40,10.00,15.00,4.00
Jinnah Stadium (Gujwranwala),17.0,0,87,0,0,0/36,,,5.12
Kallang Ground,22.0,1,121,5,0,3/37,24.20,26.40,5.50
Keenan Stadium,6.0,0,26,1,0,1/26,26.00,36.00,4.33
Kennington Oval,11.0,1,49,2,0,2/14,24.50,33.00,4.45
Kingsmead,15.0,0,82,1,0,1/23,82.00,90.00,5.47
Lord's,20.0,0,129,1,0,1/41,129.00,120.00,6.45
M Chinnaswamy Stadium,10.0,1,38,5,1,5/38,7.60,12.00,3.80
MA Aziz Stadium,6.0,0,26,0,0,0/26,,,4.33
MA Chidambaram Stadium,4.0,0,24,0,0,0/24,,,6.00
McLean Park,5.0,0,32,1,0,1/32,32.00,30.00,6.40
Melbourne Cricket Ground,13.0,1,56,0,0,0/22,,,4.31
National Cricket Stadium (Tangier),9.0,0,33,2,0,2/33,16.50,27.00,3.67
National Stadium (Karachi),9.0,0,56,1,0,1/56,56.00,54.00,6.22
Newlands,7.0,0,41,0,0,0/17,,,5.86
Niaz Stadium,9.0,0,35,0,0,0/35,,,3.89
Old Trafford,26.0,0,91,2,0,2/35,45.50,78.00,3.50
Punjab Cricket Association IS Bindra Stadium,10.0,1,31,2,0,2/31,15.50,30.00,3.10
Queens Sports Club,13.0,0,71,0,0,,,,5.46
Queenstown Events Centre,10.0,0,69,1,0,1/69,69.00,60.00,6.90
R Premadasa Stadium,19.2,0,95,1,0,1/47,95.00,116.00,4.91
Rawalpindi Cricket Stadium,22.0,1,87,2,0,1/32,43.50,66.00,3.95
Riverside Ground,7.0,2,21,0,0,0/21,,,3.00
Sabina Park,7.4,1,25,0,0,0/25,,,3.26
Sawai Mansingh Stadium,6.0,1,15,0,0,0/15,,,2.50
Sharjah Cricket Stadium,138.0,10,550,22,2,6/18,25.00,37.64,3.99
Sinhalese Sports Club Ground,5.0,1,26,1,0,1/26,26.00,30.00,5.20
Sophia Gardens,8.0,0,37,0,0,0/37,,,4.63
SuperSport Park,5.0,1,19,1,0,1/19,19.00,30.00,3.80
Sydney Cricket Ground,19.3,0,103,2,0,1/37,51.50,58.50,5.28
Trent Bridge,20.0,1,79,4,0,3/24,19.75,30.00,3.95
WACA Ground,6.0,1,11,0,0,0/11,,,1.83
Westpac Stadium,16.0,0,71,3,0,2/38,23.67,32.00,4.44
Willowmoore Park,10.0,0,33,1,0,1/33,33.00,60.00,3.30
Overall (58),1040.2,56,4813,123,5,6/18,39.13,50.75,4.63
