0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
AMI Stadium,10.0,0,68,1,0,1/68,68.00,60.00,6.80
Arbab Niaz Stadium,20.0,1,114,1,0,1/71,114.00,120.00,5.70
Bangabandhu National Stadium,8.0,0,35,0,0,0/35,,,4.38
Dr YS Rajasekhara Reddy Cricket Stadium,9.0,0,65,1,0,1/65,65.00,54.00,7.22
Eden Gardens,6.0,0,51,0,0,0/51,,,8.50
Eden Park,9.1,1,37,0,0,0/37,,,4.04
Edgbaston,14.0,3,64,1,0,1/50,64.00,84.00,4.57
Etihad Stadium,9.0,0,53,2,0,2/53,26.50,27.00,5.89
Gaddafi Stadium,114.3,7,568,19,1,5/10,29.89,36.16,4.96
Harare Sports Club,18.3,1,92,5,1,4/41,18.40,22.20,4.97
Iqbal Stadium,8.0,1,22,3,0,3/22,7.33,16.00,2.75
Keenan Stadium,8.0,1,41,2,0,2/41,20.50,24.00,5.13
Kennington Oval,3.0,0,25,0,0,0/25,,,8.33
Kingsmead,10.0,0,71,2,0,2/71,35.50,30.00,7.10
Lord's,19.0,1,106,3,0,2/56,35.33,38.00,5.58
McLean Park,6.0,0,35,0,0,0/35,,,5.83
Multan Cricket Stadium,16.0,0,79,4,0,3/42,19.75,24.00,4.94
National Cricket Stadium (Tangier),20.0,0,107,2,0,1/39,53.50,60.00,5.35
National Stadium (Karachi),52.5,3,287,9,0,2/41,31.89,35.22,5.43
Nehru Stadium (Kochi),8.0,1,42,0,0,0/42,,,5.25
Newlands,10.0,1,46,0,0,0/46,,,4.60
Old Trafford,10.0,2,52,1,0,1/52,52.00,60.00,5.20
Pallekele International Cricket Stadium,6.0,2,19,3,0,3/19,6.33,12.00,3.17
Queenstown Events Centre,10.0,0,52,3,0,3/52,17.33,20.00,5.20
R Premadasa Stadium,37.0,2,204,4,0,2/38,51.00,55.50,5.51
Rangiri Dambulla International Stadium,43.0,3,164,10,0,3/34,16.40,25.80,3.81
Rawalpindi Cricket Stadium,44.4,2,211,9,0,3/41,23.44,29.78,4.72
Sabina Park,15.0,0,44,4,0,3/29,11.00,22.50,2.93
Sardar Patel Stadium,9.0,0,54,1,0,1/54,54.00,54.00,6.00
Sharjah Cricket Stadium,79.2,4,374,17,2,4/25,22.00,28.00,4.71
Sheikh Zayed Stadium,16.0,1,76,3,0,2/27,25.33,32.00,4.75
Sinhalese Sports Club Ground,25.0,3,64,5,0,2/16,12.80,30.00,2.56
St George's Park,5.0,1,26,3,0,3/26,8.67,10.00,5.20
SuperSport Park,7.0,0,68,0,0,0/68,,,9.71
The Rose Bowl,3.0,0,23,0,0,0/23,,,7.67
VRA Ground,15.0,1,55,1,0,1/26,55.00,90.00,3.67
Westpac Stadium,10.0,0,73,2,0,2/73,36.50,30.00,7.30
Overall (37),714.0,42,3567,121,4,5/10,29.48,35.40,5.00
