0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
County Ground (Bristol),10.0,0,83,0,0,0/83,,,8.30
Dubai International Cricket Stadium,9.5,0,60,1,0,1/18,60.00,59.00,6.10
Edgbaston,10.0,3,28,3,0,3/28,9.33,20.00,2.80
Headingley,20.0,0,129,8,2,4/47,16.13,15.00,6.45
Kingsmead,9.0,0,44,3,0,3/44,14.67,18.00,4.89
Lord's,17.1,0,89,7,1,6/35,12.71,14.71,5.18
Newlands,7.0,0,34,1,0,1/34,34.00,42.00,4.86
Sheikh Zayed Stadium,37.0,3,169,12,2,4/38,14.08,18.50,4.57
SuperSport Park,6.0,0,37,0,0,0/37,,,6.17
The Cooper Associates County Ground,10.0,0,70,2,0,2/70,35.00,30.00,7.00
The Rose Bowl,10.0,0,80,1,0,1/80,80.00,60.00,8.00
Wanderers Stadium,8.0,1,24,2,0,2/24,12.00,24.00,3.00
Overall (12),154.0,7,847,40,5,6/35,21.18,23.10,5.50
