0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,73.5,5,342,12,0,2/28,28.50,36.92,4.63
Second,60.4,2,252,17,1,4/33,14.82,21.41,4.15
Overall,134.3,7,594,29,1,4/33,20.48,27.83,4.42
