0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,7.0,1,23,1,0,1/23,23.00,42.00,3.29
Second,65.0,1,300,10,1,5/49,30.00,39.00,4.62
Overall,72.0,2,323,11,1,5/49,29.36,39.27,4.49
