0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Afghanistan,1,1,0,0,1,0,56,56,56.00,84.85,0,0
Australia,12,11,1,0,6,0,89,469,46.90,81.85,8,0
Bangladesh,6,6,0,0,2,1,73,168,28.00,71.79,3,0
England,20,20,0,1,3,3,106,690,34.50,78.41,5,0
Ireland,1,1,1,0,0,0,33*,33,,117.86,2,0
New Zealand,10,10,0,0,1,0,57,194,19.40,67.13,10,0
Pakistan,3,3,0,0,0,1,23,27,9.00,43.55,3,0
South Africa,13,12,1,0,5,0,87,474,43.09,90.80,4,0
Sri Lanka,8,8,0,1,0,0,111,216,27.00,80.30,5,0
United Arab Emirates,1,0,0,0,0,0,0,0,,,0,0
West Indies,10,10,0,1,4,1,103,454,45.40,75.67,3,0
Zimbabwe,5,5,0,0,2,0,63,181,36.20,74.18,5,0
Overall (12),90,87,3,3,24,6,111,2962,35.26,78.63,48,0
