0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Australia,77.2,0,486,14,0,2/30,34.71,33.14,6.28
Bangladesh,1.3,0,6,0,0,,,,4.00
Canada,3.0,0,21,0,0,,,,7.00
England,11.5,1,60,2,0,2/38,30.00,35.50,5.07
India,29.1,2,139,3,0,2/49,46.33,58.33,4.77
Kenya,10.0,0,39,0,0,0/39,,,3.90
Pakistan,35.3,1,209,4,0,3/20,52.25,53.25,5.89
South Africa,29.0,0,168,7,0,3/23,24.00,24.86,5.79
Sri Lanka,54.1,1,319,7,0,3/44,45.57,46.43,5.89
West Indies,3.0,0,9,0,0,,,,3.00
Zimbabwe,58.4,2,261,12,0,2/17,21.75,29.33,4.45
Overall (11),313.1,7,1717,49,0,3/20,35.04,38.35,5.48
