0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,33.3,1,123,4,0,2/46,30.75,50.25,3.67
AMI Stadium,10.0,1,51,2,0,2/51,25.50,30.00,5.10
Arun Jaitley Stadium,9.3,1,28,1,0,1/28,28.00,57.00,2.95
Basin Reserve,10.0,1,37,2,0,2/37,18.50,30.00,3.70
Brisbane Cricket Ground,17.0,2,44,1,0,1/11,44.00,102.00,2.59
Carisbrook,10.0,2,12,0,0,0/12,,,1.20
Eden Park,8.0,2,28,1,0,1/28,28.00,48.00,3.50
Lal Bahadur Shastri Stadium,5.4,0,17,0,0,0/17,,,3.00
Madhavrao Scindia Cricket Ground,9.0,0,34,0,0,0/34,,,3.78
Melbourne Cricket Ground,67.0,9,228,10,0,2/27,22.80,40.20,3.40
Sardar Patel Stadium,9.4,0,35,3,0,3/35,11.67,19.33,3.62
Sawai Mansingh Stadium,7.0,0,48,0,0,0/48,,,6.86
Sharjah Cricket Stadium,33.0,9,100,1,0,1/26,100.00,198.00,3.03
Sher-I-Kashmir Stadium,10.0,1,51,2,0,2/51,25.50,30.00,5.10
Sydney Cricket Ground,78.4,13,236,15,0,3/10,15.73,31.47,3.00
WACA Ground,18.0,4,61,1,0,1/13,61.00,108.00,3.39
Overall (16),336.0,46,1133,43,0,3/10,26.35,46.88,3.37
