0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Edgbaston,4,4,1,0,0,1,18*,34,11.33,75.56,1,0
Headingley,2,2,1,0,0,1,15*,15,15.00,83.33,0,0
Kennington Oval,2,1,0,0,0,0,4,4,4.00,100.00,2,0
Lord's,3,2,0,0,1,0,50,72,36.00,80.90,4,0
Melbourne Cricket Ground,2,2,1,0,0,0,24,26,26.00,65.00,2,1
North Marine Road Ground,1,1,0,0,0,0,16,16,16.00,80.00,0,0
Old Trafford,3,2,1,0,0,0,21*,33,33.00,106.45,2,0
St Helen's,1,0,0,0,0,0,0,0,,,4,0
Trent Bridge,2,0,0,0,0,0,0,0,,,0,0
Overall (9),20,14,4,0,1,2,50,200,20.00,80.97,15,1
