0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,Progressive,Progressive,Progressive
,,,,,,,,,,,
,Date,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Aggr,Avg,S/R
1,21/12/1980,New Zealand,Brisbane Cricket Ground,c M G Burgess b G B Troup,0,1,0.00,,0,0.00,0.00
2,23/12/1980,New Zealand,Adelaide Oval,did not bat,-,-,-,,0,0.00,0.00
3,08/01/1981,Australia,Sydney Cricket Ground,not out,0*,7,0.00,,0,0.00,0.00
4,11/01/1981,Australia,Melbourne Cricket Ground,did not bat,-,-,-,,0,0.00,0.00
5,14/02/1981,New Zealand,Eden Park,c R J Hadlee b G B Troup,1,3,33.33,,1,0.50,9.09
6,15/02/1981,New Zealand,Seddon Park,not out,0*,1,0.00,,1,0.50,8.33
No. of Innings Played = 4,No. of Innings Played = 4,No. of Innings Played = 4,No. of Innings Played = 4,No. of Innings Played = 4,No. of Innings Played = 4,No. of Innings Played = 4,No. of Innings Played = 4,No. of Innings Played = 4,No. of Innings Played = 4,,
