0,1,2,3,4,5,6,7,8,9,10,11,12
Country,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,38,34,4,1,4,1,100*,860,28.67,80.22,57,5
England and Wales,19,15,2,0,2,3,71*,308,23.69,93.33,17,1
India,4,4,1,0,0,0,20,34,11.33,87.18,3,0
Ireland,2,1,1,0,0,0,2*,2,,100.00,3,0
New Zealand,3,3,0,0,0,0,37,56,18.67,76.71,3,0
Scotland,1,0,0,0,0,0,0,0,,,1,0
South Africa,6,5,1,0,1,0,52,114,28.50,98.28,2,0
Sri Lanka,5,5,1,0,1,0,76,155,38.75,83.33,7,0
United Arab Emirates,4,4,0,0,1,0,75,114,28.50,59.69,5,0
West Indies,12,9,1,0,1,1,57*,134,16.75,86.45,10,3
,,,,,,,,,,,,
