0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,56.0,0,317,7,0,2/22,45.29,48.00,5.66
Second,71.3,0,420,5,0,2/37,84.00,85.80,5.87
Overall,127.3,0,737,12,0,2/22,61.42,63.75,5.78
