0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Boland Park,1,1,0,0,0,0,9,9,9.00,36.00,0,0
Buffalo Park,1,1,0,0,0,0,2,2,2.00,12.50,0,0
"Cricket, Skating & Curling Club",3,3,0,0,0,0,26,37,12.33,55.22,0,0
Darren Sammy National Cricket Stadium,1,1,1,0,0,0,27*,27,,52.94,0,0
Gymkhana Club Ground,1,1,0,0,0,0,7,7,7.00,100.00,0,0
Jaffrey Sports Club Ground,2,2,1,0,0,0,8*,15,15.00,78.95,0,0
Kingsmead,1,1,0,0,0,0,28,28,28.00,112.00,0,0
Mombasa Sports Ground,3,3,0,0,0,0,29,78,26.00,73.58,0,0
Newlands,1,1,0,0,0,0,10,10,10.00,50.00,0,0
Queen's Park Oval,1,1,0,0,0,0,1,1,1.00,16.67,1,0
Ruaraka Sports Club Ground,1,1,0,0,0,0,6,6,6.00,50.00,0,0
Senwes Park,2,2,0,0,0,0,48,86,43.00,81.13,1,0
SuperSport Park,1,1,0,0,0,0,19,19,19.00,76.00,0,0
Willowmoore Park,2,2,0,0,0,0,44,72,36.00,65.45,0,0
Overall (14),21,21,2,0,0,0,48,397,20.89,66.72,2,0
