0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Bangladesh,1,1,0,0,0,0,28,28,28.00,112.00,0,0
Bermuda,4,4,0,0,0,0,38,79,19.75,71.17,1,0
England,1,1,1,0,0,0,27*,27,,52.94,0,0
Ireland,1,1,1,0,0,0,8*,8,,50.00,0,0
Kenya,5,5,0,0,0,0,29,77,15.40,66.96,0,0
Netherlands,3,3,0,0,0,0,48,98,32.67,71.01,0,0
Scotland,2,2,0,0,0,0,28,49,24.50,73.13,0,0
South Africa,1,1,0,0,0,0,2,2,2.00,12.50,0,0
Sri Lanka,1,1,0,0,0,0,9,9,9.00,36.00,0,0
West Indies,1,1,0,0,0,0,19,19,19.00,76.00,0,0
Zimbabwe,1,1,0,0,0,0,1,1,1.00,16.67,1,0
Overall (11),21,21,2,0,0,0,48,397,20.89,66.72,2,0
