0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,3,2,0,0,0,0,12,18,9.00,85.71,3,0
Antigua Recreation Ground,1,1,0,0,0,0,24,24,24.00,63.16,0,0
Arbab Niaz Stadium,2,1,0,0,0,0,8,8,8.00,42.11,0,1
Bangabandhu National Stadium,1,1,0,0,0,0,31,31,31.00,129.17,2,0
Barabati Stadium,1,1,0,0,0,0,6,6,6.00,28.57,0,0
Bellerive Oval,2,2,1,0,0,0,10*,19,19.00,52.78,3,0
Brisbane Cricket Ground,4,4,1,0,1,0,52,65,21.67,76.47,1,1
Carisbrook,1,1,0,0,0,0,2,2,2.00,40.00,0,0
Eden Gardens,1,1,0,0,0,1,0,0,0.00,,2,0
Edgbaston,1,1,0,0,0,1,0,0,0.00,,1,0
Gaddafi Stadium,9,7,2,0,1,0,56,107,21.40,103.88,6,5
Ibn-e-Qasim Bagh Stadium,1,1,0,0,0,0,9,9,9.00,52.94,0,0
Iqbal Stadium,1,1,1,0,0,0,11*,11,,183.33,3,0
Jinnah Stadium (Gujwranwala),3,2,2,0,0,0,23*,23,,57.50,3,0
Jinnah Stadium (Sialkot),3,2,1,0,0,0,3*,4,4.00,40.00,3,1
Keenan Stadium,1,0,0,0,0,0,0,0,,,0,0
Kennington Oval,1,0,0,0,0,0,0,0,,,0,0
Lal Bahadur Shastri Stadium,1,0,0,0,0,0,0,0,,,0,0
MA Aziz Stadium,1,0,0,0,0,0,0,0,,,1,0
Melbourne Cricket Ground,1,1,0,0,0,0,4,4,4.00,18.18,2,0
National Stadium (Karachi),5,2,1,0,0,0,27*,34,34.00,94.44,4,1
Nehru Stadium (Indore),1,1,1,0,0,0,0*,0,,,1,1
Nehru Stadium (Pune),1,1,0,0,0,0,15,15,15.00,51.72,1,0
Niaz Stadium,3,3,2,0,0,1,23*,24,24.00,85.71,3,1
Pindi Club Ground,1,1,1,0,0,0,16*,16,,160.00,1,0
Queen's Park Oval,2,2,1,0,0,0,8*,16,16.00,114.29,2,0
Sabina Park,1,1,0,0,0,0,10,10,10.00,47.62,0,0
Sharjah Cricket Stadium,22,14,2,0,1,1,62,219,18.25,72.76,26,8
Sydney Cricket Ground,3,2,0,0,1,0,59,64,32.00,77.11,2,3
Trent Bridge,1,0,0,0,0,0,0,0,,,2,0
Vidarbha Cricket Association Ground,1,1,1,0,0,0,3*,3,,100.00,0,0
WACA Ground,6,5,2,0,0,1,31,36,12.00,76.60,9,0
Overall (32),86,62,19,0,4,5,62,768,17.86,75.00,81,22
