0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Cobham Oval (New),5.0,0,25,0,0,0/25,,,5.00
Eden Park,14.0,0,70,3,0,2/35,23.33,28.00,5.00
Mahinda Rajapaksha International Cricket Stadium,11.0,0,53,3,0,2/22,17.67,22.00,4.82
McLean Park,11.0,1,45,1,0,1/16,45.00,66.00,4.09
Rangiri Dambulla International Stadium,6.0,0,51,1,0,1/51,51.00,36.00,8.50
Seddon Park,10.0,0,67,1,0,1/67,67.00,60.00,6.70
University Oval,8.0,1,34,1,0,1/34,34.00,48.00,4.25
Warner Park,10.0,1,54,2,0,2/54,27.00,30.00,5.40
Westpac Stadium,5.0,0,26,0,0,0/26,,,5.20
Overall (9),80.0,3,425,12,0,2/22,35.42,40.00,5.31
