0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Basin Reserve,17.0,0,104,2,0,2/64,52.00,51.00,6.12
Bay Oval,38.0,1,251,5,0,2/65,50.20,45.60,6.61
Cobham Oval (New),10.0,0,49,2,0,2/49,24.50,30.00,4.90
Dubai International Cricket Stadium,10.0,0,45,5,1,5/45,9.00,12.00,4.50
Eden Park,10.0,0,44,2,0,2/44,22.00,30.00,4.40
Edgbaston,18.1,0,109,4,0,3/59,27.25,27.25,6.00
Hagley Oval,27.0,0,138,9,0,3/17,15.33,18.00,5.11
Kennington Oval,10.0,0,40,1,0,1/40,40.00,60.00,4.00
Lord's,20.0,0,99,5,0,3/50,19.80,24.00,4.95
McLean Park,18.0,1,85,3,0,2/44,28.33,36.00,4.72
Melbourne Cricket Ground,8.0,0,50,0,0,0/50,,,6.25
Old Trafford,20.0,0,102,4,0,3/59,25.50,30.00,5.10
Saxton Oval,26.0,0,132,8,1,4/40,16.50,19.50,5.08
Seddon Park,15.0,1,94,0,0,0/32,,,6.27
Sheikh Zayed Stadium,19.2,0,96,6,0,3/36,16.00,19.33,4.97
Sophia Gardens,6.2,0,22,3,0,3/22,7.33,12.67,3.47
Sydney Cricket Ground,9.0,0,73,1,0,1/73,73.00,54.00,8.11
The Cooper Associates County Ground,9.1,3,37,4,1,4/37,9.25,13.75,4.04
University Oval,16.0,0,78,2,0,2/28,39.00,48.00,4.88
Westpac Stadium,10.0,0,71,1,0,1/71,71.00,60.00,7.10
Overall (20),317.0,6,1719,67,3,5/45,25.66,28.39,5.42
