0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Australia,167.1,9,808,19,0,3/23,42.53,52.79,4.83
Bangladesh,59.4,12,206,12,2,4/14,17.17,29.83,3.45
India,235.2,9,1069,37,1,5/56,28.89,38.16,4.54
Ireland,8.1,1,43,4,1,4/43,10.75,12.25,5.27
Kenya,9.0,0,35,2,0,2/35,17.50,27.00,3.89
Namibia,10.0,2,33,2,0,2/33,16.50,30.00,3.30
Netherlands,10.0,2,29,1,0,1/29,29.00,60.00,2.90
New Zealand,89.5,8,361,14,2,4/17,25.79,38.50,4.02
Pakistan,82.1,10,373,17,1,4/32,21.94,29.00,4.54
Scotland,8.0,1,21,3,0,3/21,7.00,16.00,2.63
South Africa,79.2,5,351,19,0,3/21,18.47,25.05,4.42
Sri Lanka,43.3,0,191,11,0,3/35,17.36,23.73,4.39
West Indies,78.5,3,376,16,1,5/19,23.50,29.56,4.77
Zimbabwe,56.2,5,225,12,0,3/11,18.75,28.17,3.99
Overall (14),937.2,67,4121,169,8,5/19,24.38,33.28,4.40
