0,1,2,3,4,5,6,7,8,9,10,11,12
Country,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,3,3,0,0,0,0,28,34,11.33,62.96,0,0
Bangladesh,2,2,0,0,0,1,43,43,21.50,58.11,2,1
England and Wales,10,9,1,0,1,1,57,155,19.38,71.76,21,0
India,8,8,2,1,3,0,103*,450,75.00,92.02,5,0
Ireland,4,4,0,1,2,0,104,257,64.25,88.01,4,0
New Zealand,46,41,2,1,4,5,137,980,25.13,84.48,34,6
South Africa,3,3,0,0,3,0,64,178,59.33,75.74,3,0
Sri Lanka,4,4,1,0,1,0,86,101,33.67,83.47,2,0
United Arab Emirates,8,7,2,0,1,0,68,155,31.00,90.12,5,0
West Indies,4,4,0,0,0,0,32,57,14.25,47.90,2,0
Zimbabwe,3,3,1,1,0,0,110*,140,70.00,85.37,1,0
,,,,,,,,,,,,
