0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,34.0,1,134,2,0,1/23,67.00,102.00,3.94
AMI Stadium,16.0,0,48,2,0,2/18,24.00,48.00,3.00
Antigua Recreation Ground,10.0,1,30,1,0,1/30,30.00,60.00,3.00
Arbab Niaz Stadium,8.0,1,26,1,0,1/26,26.00,48.00,3.25
Arnos Vale Ground,10.0,0,34,2,0,2/34,17.00,30.00,3.40
Bangabandhu National Stadium,17.0,0,68,3,0,2/20,22.67,34.00,4.00
Barabati Stadium,6.0,2,25,1,0,1/25,25.00,36.00,4.17
Basin Reserve,18.0,3,46,2,0,1/20,23.00,54.00,2.56
Bellerive Oval,20.0,1,86,1,0,1/52,86.00,120.00,4.30
Brisbane Cricket Ground,27.2,1,176,5,0,2/55,35.20,32.80,6.44
Buffalo Park,6.0,0,37,0,0,0/37,,,6.17
Carisbrook,10.0,1,31,2,0,2/31,15.50,30.00,3.10
"Cricket, Skating & Curling Club",44.4,2,176,11,1,5/36,16.00,24.36,3.94
Eden Gardens,19.0,0,106,4,0,3/51,26.50,28.50,5.58
Eden Park,26.4,1,113,4,0,2/40,28.25,40.00,4.24
Edgbaston,10.0,0,33,2,0,2/33,16.50,30.00,3.30
Gaddafi Stadium,67.0,4,266,8,0,3/19,33.25,50.25,3.97
Gandhi Stadium,10.0,2,33,0,0,0/33,,,3.30
Harare Sports Club,10.0,2,22,3,0,3/22,7.33,20.00,2.20
Ibn-e-Qasim Bagh Stadium,25.0,0,116,5,0,3/31,23.20,30.00,4.64
Iqbal Stadium,8.0,0,33,0,0,0/33,,,4.13
Jinnah Stadium (Gujwranwala),16.0,0,51,4,0,3/16,12.75,24.00,3.19
Jinnah Stadium (Sialkot),10.0,0,42,0,0,0/42,,,4.20
"KD Singh ""Babu"" Stadium",8.0,1,39,0,0,0/39,,,4.88
Kennington Oval,11.0,0,47,1,0,1/47,47.00,66.00,4.27
Kensington Oval,10.0,2,23,1,0,1/23,23.00,60.00,2.30
Kingsmead,10.0,0,46,0,0,0/46,,,4.60
Lord's,21.0,1,90,1,0,1/34,90.00,126.00,4.29
M Chinnaswamy Stadium,10.0,0,56,2,0,2/56,28.00,30.00,5.60
McLean Park,4.0,0,16,0,0,0/16,,,4.00
Melbourne Cricket Ground,20.0,1,69,3,0,3/41,23.00,40.00,3.45
National Cricket Stadium (Grenada),20.0,1,62,2,0,1/29,31.00,60.00,3.10
National Stadium (Karachi),72.0,1,343,9,0,3/53,38.11,48.00,4.76
Newlands,2.4,0,16,0,0,,,,6.00
Niaz Stadium,8.0,0,47,1,0,1/47,47.00,48.00,5.88
Old Trafford,19.0,0,100,0,0,0/48,,,5.26
Padang Cricket Ground,9.0,0,58,0,0,0/58,,,6.44
Queen's Park Oval,23.0,1,81,4,1,4/22,20.25,34.50,3.52
R Premadasa Stadium,20.0,0,86,1,0,1/59,86.00,120.00,4.30
Rawalpindi Cricket Stadium,18.0,0,71,1,0,1/29,71.00,108.00,3.94
Sabina Park,10.0,0,64,1,0,1/64,64.00,60.00,6.40
Sharjah Cricket Stadium,335.5,14,1462,46,2,4/27,31.78,43.80,4.35
Sinhalese Sports Club Ground,38.0,4,124,4,0,2/34,31.00,57.00,3.26
SuperSport Park,20.0,0,60,2,0,2/29,30.00,60.00,3.00
Sydney Cricket Ground,76.0,1,388,12,0,3/59,32.33,38.00,5.11
Trent Bridge,11.0,1,58,0,0,0/58,,,5.27
Vidarbha Cricket Association Ground,3.0,0,19,0,0,0/19,,,6.33
WACA Ground,30.0,1,106,7,0,3/41,15.14,25.71,3.53
Wanderers Stadium,10.0,0,52,0,0,0/25,,,5.20
Willowmoore Park,9.0,0,46,0,0,0/46,,,5.11
Overall (50),1257.1,51,5361,161,4,5/36,33.30,46.85,4.26
