0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Bayuemas Oval,2.0,0,15,0,0,0/15,,,7.50
Bulawayo Athletic Club,2.0,0,18,0,0,,,,9.00
Civil Service Cricket Club,18.0,0,84,3,0,2/30,28.00,36.00,4.67
Dubai International Cricket Stadium,2.0,0,10,0,0,0/10,,,5.00
Grange Cricket Club,1.0,0,13,0,0,,,,13.00
Greater Noida Sports Complex Ground,2.0,0,10,0,0,,,,5.00
Kinrara Academy Oval,5.3,0,32,5,1,5/32,6.40,6.60,5.82
Old Trafford,2.0,0,19,0,0,0/19,,,9.50
Queens Sports Club,3.0,0,28,0,0,,,,9.33
Rajiv Gandhi International Cricket Stadium,2.0,0,10,0,0,,,,5.00
Sharjah Cricket Stadium,16.5,1,98,2,0,1/7,49.00,50.50,5.82
Sheikh Zayed Stadium,2.0,1,7,1,0,1/7,7.00,12.00,3.50
Shere Bangla National Stadium,18.0,0,110,2,0,1/30,55.00,54.00,6.11
The Cooper Associates County Ground,5.0,0,21,0,0,0/21,,,4.20
The Rose Bowl,6.0,0,29,1,0,1/22,29.00,36.00,4.83
Overall (15),87.2,2,504,14,1,5/32,36.00,37.43,5.77
