0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,1,1,0,0,0,0,3,3,3.00,21.43,0,0
Bellerive Oval,1,1,1,1,0,0,138*,138,,89.61,0,0
Brisbane Cricket Ground,1,1,0,0,0,0,3,3,3.00,21.43,0,0
Edgbaston,2,2,0,0,0,1,30,30,15.00,50.85,0,0
Harare Sports Club,4,4,0,0,2,0,85,161,40.25,80.10,0,0
JSCA International Stadium Complex,1,1,0,0,0,0,11,11,11.00,64.71,0,0
Kennington Oval,1,1,0,0,0,0,13,13,13.00,130.00,1,0
M Chinnaswamy Stadium,1,1,0,0,0,0,23,23,23.00,69.70,0,0
Maharashtra Cricket Association Stadium,1,1,0,0,0,0,47,47,47.00,88.68,2,0
Manuka Oval,1,1,0,0,1,0,86,86,86.00,92.47,1,0
Melbourne Cricket Ground,2,2,0,1,0,0,112,141,70.50,74.21,0,0
Punjab Cricket Association IS Bindra Stadium,1,1,0,0,0,0,22,22,22.00,55.00,0,0
Sawai Mansingh Stadium,1,1,0,0,1,0,83,83,83.00,80.58,0,0
Sheikh Zayed Stadium,1,1,0,0,0,0,5,5,5.00,35.71,0,0
Sydney Cricket Ground,2,2,0,0,0,0,23,24,12.00,46.15,0,0
The Rose Bowl,1,1,0,0,0,0,2,2,2.00,22.22,0,0
Vidarbha Cricket Association Stadium,1,1,0,0,0,0,13,13,13.00,59.09,0,0
WACA Ground,2,1,0,0,0,0,21,21,21.00,95.45,1,0
Overall (18),25,24,1,2,4,1,138*,826,35.91,75.09,5,0
