0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Arun Jaitley Stadium,2.0,0,17,0,0,0/17,,,8.50
Barabati Stadium,3.0,0,23,0,0,0/23,,,7.67
Castle Avenue,2.0,0,12,1,0,1/12,12.00,12.00,6.00
Dubai International Cricket Stadium,18.0,1,92,0,0,0/37,,,5.11
Eden Gardens,9.0,0,57,3,0,3/57,19.00,18.00,6.33
Grange Cricket Club,7.0,0,22,1,0,1/22,22.00,42.00,3.14
Green Park,3.0,0,18,0,0,0/18,,,6.00
Headingley,10.0,0,42,1,0,1/42,42.00,60.00,4.20
Himachal Pradesh Cricket Association Stadium,6.0,0,46,1,0,1/46,46.00,36.00,7.67
Holkar Cricket Stadium,5.0,0,37,0,0,0/37,,,7.40
Kennington Oval,9.4,2,41,5,1,5/41,8.20,11.60,4.24
Lord's,14.0,0,62,1,0,1/34,62.00,84.00,4.43
M Chinnaswamy Stadium,3.0,0,24,1,0,1/24,24.00,18.00,8.00
Madhavrao Scindia Cricket Ground,9.0,0,78,2,0,2/78,39.00,27.00,8.67
Nehru Stadium (Kochi),10.0,0,43,0,0,0/43,,,4.30
Old Trafford,13.0,0,66,1,0,1/49,66.00,78.00,5.08
Punjab Cricket Association IS Bindra Stadium,13.0,0,71,0,0,0/21,,,5.46
Rajiv Gandhi International Stadium,8.0,0,49,1,0,1/49,49.00,48.00,6.13
Riverside Ground,13.0,0,60,1,0,1/42,60.00,78.00,4.62
Saurashtra Cricket Association Stadium,3.0,0,21,0,0,0/21,,,7.00
Sheikh Zayed Stadium,15.0,1,77,5,0,3/26,15.40,18.00,5.13
Sophia Gardens,8.0,0,55,0,0,,,,6.88
The Rose Bowl,11.0,0,58,0,0,0/11,,,5.27
Trent Bridge,2.0,0,11,0,0,,,,5.50
Wankhede Stadium,1.1,0,9,0,0,0/9,,,7.71
Overall (25),197.5,4,1091,24,1,5/41,45.46,49.46,5.51
