0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Afghanistan,8.5,0,48,2,0,2/12,24.00,26.50,5.43
Bangladesh,5.0,0,33,0,0,0/33,,,6.60
Bermuda,67.2,12,187,14,0,3/10,13.36,28.86,2.78
Canada,78.4,10,274,14,1,4/25,19.57,33.71,3.48
England,6.0,0,39,0,0,0/39,,,6.50
Ireland,79.0,6,314,9,0,3/46,34.89,52.67,3.97
Netherlands,87.0,4,377,10,1,4/33,37.70,52.20,4.33
New Zealand,7.0,0,40,0,0,0/40,,,5.71
Scotland,63.0,7,251,6,0,2/33,41.83,63.00,3.98
South Africa,14.0,0,90,2,0,1/44,45.00,42.00,6.43
Zimbabwe,76.0,1,395,11,0,3/38,35.91,41.45,5.20
Overall (11),491.5,40,2048,68,2,4/25,30.12,43.40,4.16
