0,1,2,3,4,5,6,7,8,9,10,11,12
Country,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,24,22,0,2,2,4,121,610,27.73,84.60,8,0
Bangladesh,7,7,1,1,1,0,110*,293,48.83,90.99,1,0
England and Wales,115,103,18,5,27,4,148,3756,44.19,97.26,41,0
India,9,9,1,1,0,1,102,274,34.25,97.86,2,0
Ireland,6,6,2,1,2,1,124*,281,70.25,74.73,3,0
Kenya,5,5,0,1,1,1,115,261,52.20,90.00,1,0
New Zealand,11,10,0,0,1,0,62,261,26.10,83.12,6,0
Scotland,4,4,1,0,1,0,99,174,58.00,84.06,0,0
South Africa,14,14,4,0,4,1,84*,410,41.00,84.02,9,0
Sri Lanka,12,12,3,0,4,1,92,335,37.22,97.67,3,0
United Arab Emirates,8,8,2,0,1,0,76,220,36.67,78.29,1,0
West Indies,18,17,0,2,2,2,107,473,27.82,83.13,8,0
,,,,,,,,,,,,
