0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Afghanistan,2,1,0,1,0,0,148,148,148.00,208.45,1,0
Australia,54,53,7,3,13,5,121,1864,40.52,91.42,17,0
Bangladesh,14,14,2,1,2,1,110*,433,36.08,94.34,4,0
Bermuda,1,1,0,0,0,1,0,0,0.00,,0,0
Canada,2,2,1,1,1,0,115,199,199.00,96.60,0,0
England,1,1,0,0,0,0,2,2,2.00,28.57,1,0
India,20,18,2,1,2,1,102,547,34.19,83.77,6,0
Ireland,5,5,1,1,2,1,124*,269,67.25,101.51,3,0
Kenya,1,1,0,0,0,0,11,11,11.00,40.74,0,0
Netherlands,2,2,0,0,2,0,94,145,72.50,71.43,0,0
New Zealand,23,22,0,1,4,1,113,689,31.32,95.56,12,0
Pakistan,25,24,7,1,6,0,107*,832,48.94,90.73,9,0
Scotland,8,8,1,0,2,0,99,331,47.29,82.75,4,0
South Africa,20,19,4,1,3,2,107,582,38.80,91.80,5,0
Sri Lanka,32,28,4,0,7,2,92,773,32.21,89.88,15,0
West Indies,22,17,3,2,2,1,107,502,35.86,89.96,5,0
Zimbabwe,1,1,0,0,0,0,21,21,21.00,77.78,1,0
Overall (17),233,217,32,13,46,15,148,7348,39.72,91.25,83,0
