0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Gymkhana Club Ground,3.0,1,14,0,0,0/14,,,4.67
Mangaung Oval,7.0,0,49,2,0,2/49,24.50,21.00,7.00
Overall (2),10.0,1,63,2,0,2/49,31.50,30.00,6.30
