0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,1,1,0,0,0,0,14,14,14.00,82.35,0,0
Bellerive Oval,1,1,1,0,0,0,1*,1,,50.00,1,0
Boland Park,1,1,0,0,1,0,59,59,59.00,88.06,3,1
Diamond Oval,1,1,0,0,0,0,44,44,44.00,100.00,1,0
Kingsmead,1,1,0,0,0,1,0,0,0.00,,0,1
Mangaung Oval,1,1,0,0,0,0,1,1,1.00,7.69,0,1
Newlands,1,1,0,0,0,0,6,6,6.00,50.00,3,0
Optus Stadium,1,1,0,0,0,0,2,2,2.00,40.00,3,0
Pallekele International Cricket Stadium,1,1,0,0,0,0,17,17,17.00,130.77,0,0
R Premadasa Stadium,1,1,0,0,0,0,3,3,3.00,37.50,1,0
St George's Park,2,1,0,0,0,0,39,39,39.00,92.86,3,0
SuperSport Park,1,1,0,0,0,0,22,22,22.00,55.00,1,0
Wanderers Stadium,1,1,1,0,0,0,43*,43,,159.26,0,0
Overall (13),14,13,2,0,1,1,59,251,22.82,86.25,16,3
