0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Arun Jaitley Stadium,8.0,0,33,1,0,1/33,33.00,48.00,4.13
Bay Oval,9.0,1,37,0,0,0/37,,,4.11
Bert Sutcliffe Oval,3.0,0,23,0,0,0/23,,,7.67
Cambusdoon New Ground,9.0,0,73,3,0,3/54,24.33,18.00,8.11
Castle Avenue,18.0,1,91,0,0,0/10,,,5.06
Civil Service Cricket Club,9.0,0,53,1,0,1/53,53.00,54.00,5.89
"Cricket, Skating & Curling Club",8.0,0,40,0,0,0/40,,,5.00
Eden Gardens,5.0,0,38,0,0,0/38,,,7.60
Gymkhana Club Ground,14.0,0,72,4,0,2/10,18.00,21.00,5.14
Hazelaarweg,30.0,0,139,3,0,1/30,46.33,60.00,4.63
Jaffrey Sports Club Ground,5.0,0,32,2,0,2/32,16.00,15.00,6.40
Mannofield Park,17.0,0,77,3,0,3/52,25.67,34.00,4.53
Maple Leaf North - West Ground,1.0,0,10,0,0,,,,10.00
Ruaraka Sports Club Ground,6.0,1,11,1,0,1/11,11.00,36.00,1.83
Senwes Park,21.0,1,83,5,0,2/38,16.60,25.20,3.95
Sharjah Cricket Stadium,20.0,2,77,6,1,4/32,12.83,20.00,3.85
Sportpark Westvliet,36.3,2,132,2,0,2/26,66.00,109.50,3.62
Titwood,6.0,0,30,3,0,3/30,10.00,12.00,5.00
VRA Ground,76.2,2,366,9,0,2/27,40.67,50.89,4.79
Warner Park,18.0,0,141,2,0,1/52,70.50,54.00,7.83
Willowmoore Park,5.0,0,34,0,0,,,,6.80
Zahur Ahmed Chowdhury Stadium,5.0,0,28,1,0,1/28,28.00,30.00,5.60
Overall (22),329.5,10,1620,46,1,4/32,35.22,43.02,4.91
