0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Gymkhana Club Ground,7.0,1,34,0,0,0/13,,,4.86
Sportpark Westvliet,13.0,0,45,2,0,2/37,22.50,39.00,3.46
Overall (2),20.0,1,79,2,0,2/37,39.50,60.00,3.95
