0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
AMI Stadium,1,1,1,0,1,0,68*,68,,62.39,0,0
Basin Reserve,1,1,0,0,0,0,21,21,21.00,46.67,0,0
Buffalo Park,2,2,0,0,0,0,44,76,38.00,64.41,2,0
Eden Park,2,2,0,0,0,1,3,3,1.50,11.54,1,0
Harare Sports Club,1,1,0,0,0,0,5,5,5.00,55.56,0,0
McLean Park,1,1,0,0,0,0,8,8,8.00,33.33,1,0
Nehru Stadium (Guwahati),1,1,0,0,0,0,9,9,9.00,34.62,1,0
Nehru Stadium (Margao),1,1,0,0,0,0,6,6,6.00,30.00,0,0
P Sara Oval,1,1,0,0,1,0,54,54,54.00,50.00,0,0
R Premadasa Stadium,1,1,0,0,0,0,14,14,14.00,38.89,0,0
Reliance Stadium,1,1,0,0,0,0,8,8,8.00,32.00,0,0
Sharjah Cricket Stadium,3,3,0,0,0,0,23,39,13.00,50.65,0,0
Overall (12),16,16,1,0,2,1,68*,311,20.73,49.92,5,0
