0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Australia,21.0,1,97,1,0,1/30,97.00,126.00,4.62
India,13.0,0,69,1,0,1/45,69.00,78.00,5.31
New Zealand,38.0,4,164,3,0,1/27,54.67,76.00,4.32
Pakistan,50.0,3,206,8,0,3/38,25.75,37.50,4.12
Sri Lanka,4.0,0,16,1,0,1/16,16.00,24.00,4.00
West Indies,47.0,4,253,3,0,1/25,84.33,94.00,5.38
Overall (6),173.0,12,805,17,0,3/38,47.35,61.06,4.65
