0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,6,5,1,0,0,0,44,110,27.50,82.09,6,0
AMI Stadium,1,1,1,0,0,0,1*,1,,100.00,0,0
Basin Reserve,1,1,0,0,0,0,3,3,3.00,33.33,0,0
Brisbane Cricket Ground,3,1,0,0,0,0,7,7,7.00,100.00,4,0
Carisbrook,2,0,0,0,0,0,0,0,,,2,0
County Ground (Chelmsford),1,1,0,0,0,1,0,0,0.00,,1,0
County Ground (Southampton),1,1,1,0,0,0,35*,35,,125.00,1,0
Eden Park,1,1,0,0,0,0,1,1,1.00,33.33,1,0
Edgbaston,4,3,0,0,0,1,20,21,7.00,84.00,11,0
Gaddafi Stadium,1,0,0,0,0,0,0,0,,,0,1
Headingley,4,4,0,0,0,0,8,15,3.75,50.00,13,0
Kennington Oval,3,3,2,0,1,0,52*,102,102.00,73.38,1,1
Lord's,4,4,1,0,0,0,37,72,24.00,90.00,3,1
Melbourne Cricket Ground,22,19,4,0,0,1,35,286,19.07,79.67,27,0
National Stadium (Karachi),1,0,0,0,0,0,0,0,,,0,0
Niaz Stadium,1,1,0,0,0,0,1,1,1.00,14.29,1,0
Old Trafford,2,2,0,0,0,0,42,53,26.50,115.22,1,0
Sydney Cricket Ground,29,24,3,0,2,3,66,398,18.95,83.09,38,1
Trent Bridge,2,2,1,0,1,0,50*,62,62.00,108.77,3,0
WACA Ground,3,3,1,0,0,1,31,58,29.00,66.67,7,0
Overall (20),92,76,15,0,4,7,66,1225,20.08,82.05,120,4
