0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Civil Service Cricket Club,1,1,0,0,0,1,0,0,0.00,,0,0
The Village,5,2,1,0,0,0,11*,12,12.00,120.00,1,0
,,,,,,,,,,,,
