0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Arbab Niaz Stadium,6.0,2,18,2,0,2/18,9.00,18.00,3.00
Jinnah Stadium (Sialkot),4.0,0,24,0,0,0/24,,,6.00
Melbourne Cricket Ground,9.0,1,56,1,0,1/56,56.00,54.00,6.22
P Sara Oval,8.0,0,36,0,0,0/36,,,4.50
R Premadasa Stadium,4.0,0,29,0,0,,,,7.25
Sharjah Cricket Stadium,23.1,2,111,2,0,2/22,55.50,69.50,4.79
Sydney Cricket Ground,10.0,0,44,1,0,1/44,44.00,60.00,4.40
Overall (7),64.1,5,318,6,0,2/18,53.00,64.17,4.96
