0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Aga Khan Sports Club Ground,2,2,1,0,0,0,42*,51,51.00,83.61,2,0
Bangabandhu National Stadium,3,2,0,0,0,0,8,9,4.50,23.08,1,0
Captain Roop Singh Stadium,1,1,1,0,0,0,13*,13,,86.67,1,0
County Ground (Bristol),1,1,1,0,0,0,6*,6,,46.15,0,0
County Ground (Southampton),1,1,1,0,1,0,73*,73,,74.49,0,0
Gymkhana Club Ground,6,5,1,0,0,1,18,53,13.25,38.13,2,0
MA Chidambaram Stadium,1,1,1,0,0,0,11*,11,,78.57,0,0
St Lawrence Ground,1,1,0,0,0,0,6,6,6.00,31.58,0,0
The Cooper Associates County Ground,1,1,0,0,1,0,54,54,54.00,60.00,0,0
VRA Ground,1,1,0,0,0,0,2,2,2.00,8.33,0,0
Overall (10),18,16,6,0,2,1,73*,278,27.80,54.30,6,0
