0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,Progressive,Progressive,Progressive
,,,,,,,,,,,
,Date,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Aggr,Avg,S/R
1,01/08/2018,Netherlands,VRA Ground,c †S A Edwards b F J Klaassen,33,48,68.75,,33,33.00,68.75
2,03/08/2018,Netherlands,VRA Ground,run out,19,17,111.76,,52,26.00,80.00
3,30/08/2018,United Arab Emirates,Kinrara Academy Oval,c Ashfaq Ahmed b Mohammad Naveed,40,64,62.50,,92,30.67,71.32
4,25/01/2019,United Arab Emirates,ICC Global Cricket Academy,run out,0,2,0.00,,92,23.00,70.23
5,26/01/2019,United Arab Emirates,ICC Global Cricket Academy,lbw b Ashfaq Ahmed,10,12,83.33,,102,20.40,71.33
6,28/01/2019,United Arab Emirates,ICC Global Cricket Academy,c & b Ashfaq Ahmed,6,15,40.00,,108,18.00,68.35
No. of Innings Played = 6,No. of Innings Played = 6,No. of Innings Played = 6,No. of Innings Played = 6,No. of Innings Played = 6,No. of Innings Played = 6,No. of Innings Played = 6,No. of Innings Played = 6,No. of Innings Played = 6,No. of Innings Played = 6,,
