0,1,2,3,4,5,6,7,8,9,10,11,12
Country,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,2,2,0,0,1,0,59,81,40.50,71.05,4,1
Hong Kong,2,2,0,0,0,0,23,44,22.00,65.67,2,4
Malaysia,2,2,0,0,0,0,28,48,24.00,61.54,3,0
Pakistan,2,2,0,0,0,0,23,41,20.50,53.95,1,1
United Arab Emirates,1,1,0,0,0,0,36,36,36.00,57.14,0,0
,,,,,,,,,,,,
