0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,22.0,1,95,0,0,0/21,,,4.32
Arnos Vale Ground,13.0,2,49,2,0,2/12,24.50,39.00,3.77
Bellerive Oval,8.0,0,53,3,0,3/53,17.67,16.00,6.63
Brisbane Cricket Ground,10.0,0,60,1,0,1/27,60.00,60.00,6.00
Melbourne Cricket Ground,14.0,0,52,6,1,5/31,8.67,14.00,3.71
Sharjah Cricket Stadium,18.0,0,92,1,0,1/37,92.00,108.00,5.11
Sheikh Zayed Stadium,8.0,0,40,1,0,1/40,40.00,48.00,5.00
Sydney Cricket Ground,17.1,0,92,3,0,2/52,30.67,34.33,5.36
WACA Ground,11.0,1,62,3,0,2/47,20.67,22.00,5.64
Overall (9),121.1,4,595,20,1,5/31,29.75,36.35,4.91
