0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Affies Park,7.0,2,19,0,0,0/19,,,2.71
Amini Park,10.0,0,65,1,0,1/65,65.00,60.00,6.50
Central Broward Regional Park,18.0,1,85,2,0,1/6,42.50,54.00,4.72
Dubai International Cricket Stadium,15.1,2,58,3,0,2/33,19.33,30.33,3.82
Harare Sports Club,16.0,0,85,1,0,1/38,85.00,96.00,5.31
ICC Global Cricket Academy,9.0,0,51,2,0,2/51,25.50,27.00,5.67
Mannofield Park,34.1,3,140,4,0,2/43,35.00,51.25,4.10
Mission Road,24.4,2,123,10,1,6/41,12.30,14.80,4.99
Old Hararians Sports Club,7.0,1,44,0,0,0/4,,,6.29
Sheikh Zayed Stadium,9.0,1,63,2,0,2/63,31.50,27.00,7.00
Overall (10),150.0,12,733,25,1,6/41,29.32,36.00,4.89
