0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
AMI Stadium,7.0,0,54,2,0,2/54,27.00,21.00,7.71
Castle Avenue,19.2,1,78,4,0,3/31,19.50,29.00,4.03
Eden Park,18.1,2,87,6,1,4/46,14.50,18.17,4.79
MA Chidambaram Stadium,5.0,0,16,4,1,4/16,4.00,7.50,3.20
McLean Park,10.0,0,48,2,0,2/48,24.00,30.00,4.80
Sardar Patel Stadium,8.0,0,37,0,0,0/37,,,4.63
Seddon Park,17.0,0,123,1,0,1/67,123.00,102.00,7.24
Shere Bangla National Stadium,16.0,1,73,3,0,3/44,24.33,32.00,4.56
Vidarbha Cricket Association Stadium,7.0,0,63,2,0,2/63,31.50,21.00,9.00
Wankhede Stadium,4.1,0,16,0,0,0/16,,,3.84
Westpac Stadium,8.0,0,26,3,0,3/26,8.67,16.00,3.25
Overall (11),119.4,4,621,27,2,4/16,23.00,26.59,5.19
