0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
AMI Stadium,1,1,0,0,0,0,17,17,17.00,65.38,2,0
Arbab Niaz Stadium,2,2,0,0,0,0,8,9,4.50,56.25,0,0
Arun Jaitley Stadium,3,3,0,0,0,0,46,54,18.00,64.29,2,0
Bangabandhu National Stadium,7,7,2,0,1,0,95*,251,50.20,79.68,3,0
Barabati Stadium,1,1,0,0,1,0,64,64,64.00,59.26,0,0
Barkatullah Khan Stadium,1,1,0,0,0,0,15,15,15.00,51.72,0,0
Boland Park,1,1,0,0,0,0,9,9,9.00,42.86,0,0
Captain Roop Singh Stadium,1,1,1,0,0,0,1*,1,,100.00,1,0
City Oval,1,0,0,0,0,0,0,0,,,0,0
County Ground (Bristol),1,1,0,0,0,0,41,41,41.00,95.35,0,0
Dr YS Rajasekhara Reddy Cricket Stadium,1,1,0,0,0,1,0,0,0.00,,1,0
Eden Gardens,2,2,1,0,0,0,46,60,60.00,81.08,1,0
Eden Park,2,2,0,0,0,0,7,13,6.50,40.63,0,0
Edgbaston,2,2,1,0,0,0,27,34,34.00,45.33,0,0
Gaddafi Stadium,3,3,1,0,1,1,71*,87,43.50,87.88,4,0
Green Park,2,1,0,0,1,0,78,78,78.00,88.64,1,0
Harare Sports Club,5,5,2,1,2,0,102*,293,97.67,73.62,2,0
Indira Gandhi Stadium,1,1,0,0,0,0,10,10,10.00,62.50,2,0
Keenan Stadium,3,3,1,0,0,0,32,78,39.00,104.00,0,0
Kennington Oval,3,3,1,0,1,0,51,90,45.00,72.00,4,0
Kensington Oval,1,0,0,0,0,0,0,0,,,1,0
Kingsmead,3,3,0,0,0,0,15,28,9.33,62.22,0,0
Kinrara Academy Oval,2,2,1,0,0,0,21,22,22.00,56.41,0,0
Lal Bahadur Shastri Stadium,2,2,1,0,1,0,68,83,83.00,75.45,0,0
Lord's,3,2,1,0,1,0,87*,89,89.00,104.71,0,0
M Chinnaswamy Stadium,2,1,0,0,0,0,8,8,8.00,53.33,1,0
MA Aziz Stadium,1,1,0,0,1,0,80,80,80.00,72.07,1,0
MA Chidambaram Stadium,1,0,0,0,0,0,0,0,,,0,0
Madhavrao Scindia Cricket Ground,2,1,1,0,0,0,38*,38,,53.52,1,0
McLean Park,1,1,0,0,0,0,24,24,24.00,63.16,1,0
Multan Cricket Stadium,1,1,0,0,0,1,0,0,0.00,,0,0
Nahar Singh Stadium,2,2,1,0,0,1,39*,39,39.00,76.47,0,0
National Stadium (Karachi),2,1,0,0,0,0,46,46,46.00,82.14,2,0
Nehru Stadium (Guwahati),1,1,0,0,0,0,5,5,5.00,83.33,1,0
Nehru Stadium (Kochi),3,3,0,0,1,0,56,68,22.67,64.15,0,0
Nehru Stadium (Margao),1,1,0,0,0,1,0,0,0.00,,0,0
Newlands,2,2,0,0,0,0,10,15,7.50,50.00,1,0
Punjab Cricket Association IS Bindra Stadium,2,2,0,0,0,0,30,45,22.50,72.58,0,0
Queen's Park Oval,4,4,0,0,1,0,62,103,25.75,70.55,0,0
Queens Sports Club,1,1,0,0,0,0,9,9,9.00,60.00,0,0
Queenstown Events Centre,1,1,0,0,0,1,0,0,0.00,,0,0
R Premadasa Stadium,10,7,2,1,1,0,111*,253,50.60,82.41,7,0
Rajiv Gandhi International Stadium,1,1,0,0,0,0,1,1,1.00,33.33,0,0
Rangiri Dambulla International Stadium,5,5,1,0,0,0,34,119,29.75,79.33,1,0
Rawalpindi Cricket Stadium,2,2,1,0,0,0,7,12,12.00,66.67,2,0
Reliance Stadium,2,2,0,0,0,0,13,17,8.50,42.50,0,0
Riverside Ground,1,0,0,0,0,0,0,0,,,0,0
Sabina Park,2,2,1,0,1,0,66*,70,70.00,67.96,2,0
Sardar Patel Stadium,2,2,0,0,0,0,8,13,6.50,100.00,0,0
Seddon Park,1,1,0,0,0,1,0,0,0.00,,0,0
Sinhalese Sports Club Ground,2,0,0,0,0,0,0,0,,,0,0
St George's Park,1,1,0,0,0,0,10,10,10.00,45.45,0,0
SuperSport Park,3,3,1,0,1,0,68*,104,52.00,50.73,0,0
The Rose Bowl,1,1,1,0,0,0,49*,49,,168.97,0,0
Trent Bridge,1,1,0,0,1,0,50,50,50.00,63.29,0,0
Vidarbha Cricket Association Ground,1,1,1,0,0,0,12*,12,,133.33,1,0
VRA Ground,2,1,0,0,0,0,10,10,10.00,66.67,2,0
Wanderers Stadium,2,2,0,0,0,1,19,19,9.50,70.37,4,0
Wankhede Stadium,3,3,1,0,0,0,20,46,23.00,65.71,3,0
Warner Park,1,1,0,0,1,0,61,61,61.00,68.54,0,0
Westpac Stadium,1,1,0,0,0,0,1,1,1.00,7.69,1,0
Overall (61),125,110,24,2,17,8,111*,2753,32.01,72.01,55,0
