0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Arbab Niaz Stadium,21.0,4,59,5,1,4/19,11.80,25.20,2.81
Asgiriya Stadium,5.0,0,22,1,0,1/22,22.00,30.00,4.40
Gaddafi Stadium,8.0,0,31,2,0,2/31,15.50,24.00,3.88
Iqbal Stadium,4.0,0,28,1,0,1/28,28.00,24.00,7.00
Jinnah Stadium (Gujwranwala),3.0,0,23,0,0,0/23,,,7.67
Jinnah Stadium (Sialkot),13.0,0,48,0,0,0/22,,,3.69
P Sara Oval,6.0,0,34,3,0,3/34,11.33,12.00,5.67
Queen's Park Oval,6.0,0,49,0,0,0/49,,,8.17
Sabina Park,10.0,0,54,0,0,0/54,,,5.40
Sharjah Cricket Stadium,9.4,0,41,1,0,1/41,41.00,58.00,4.24
Sinhalese Sports Club Ground,15.0,0,78,2,0,2/42,39.00,45.00,5.20
Tyronne Fernando Stadium,7.0,0,27,1,0,1/27,27.00,42.00,3.86
Overall (12),107.4,4,494,16,1,4/19,30.88,40.38,4.59
